event.master_deck,event.relics,event.victory,event.character_chosen,event.items_purchased,event.ascension_level,event.gold_per_floor,event.potions_obtained
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Perfected Strike+1"",""Armaments+1"",""Iron Wave+1"",""Cleave"",""Twin Strike"",""Headbutt"",""Whirlwind"",""Demon Form"",""Cleave"",""Headbutt"",""Thunderclap"",""Iron Wave"",""Metallicize"",""Clothesline"",""Shrug It Off"",""Swift Strike"",""Heavy Blade"",""Fire Breathing"",""Writhe"",""Anger"",""Clothesline"",""Uppercut""]","[""Burning Blood"",""Happy Flower"",""Juzu Bracelet"",""Orrery"",""CultistMask"",""Red Skull"",""Vajra"",""Ornamental Fan""]",false,IRONCLAD,"[""Armaments"",""Flash of Steel"",""Shrug It Off"",""Swift Strike"",""Heavy Blade""]",0,"[114,3,21,21,40,40,52,66,66,66,66,85,85,85,85,188,188,199,199,38,38,57,57,57,156,156,169,84,84,97,107,107,107,107]","[{""floor"":5,""key"":""Fire Potion""},{""floor"":7,""key"":""Fire Potion""},{""floor"":8,""key"":""Swift Potion""},{""floor"":12,""key"":""BloodPotion""},{""floor"":16,""key"":""Fruit Juice""},{""floor"":18,""key"":""GamblersBrew""},{""floor"":31,""key"":""Strength Potion""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor+1"",""Neutralize+1"",""Backstab+1"",""Bouncing Flask+1"",""Distraction+1"",""Deadly Poison+1"",""Deadly Poison+1"",""Corpse Explosion+1"",""Deadly Poison+1"",""Phantasmal Killer+1"",""Deadly Poison+1"",""Distraction+1"",""Bouncing Flask+1"",""Madness+1"",""Madness+1"",""PanicButton+1"",""Deadly Poison+1"",""Slice+1"",""Bouncing Flask+1"",""Slice+1""]","[""Ring of the Serpent"",""Toxic Egg 2"",""Kunai"",""Tiny Chest"",""Juzu Bracelet"",""Runic Pyramid"",""PreservedInsect"",""Smiling Mask"",""Blood Vial"",""Bronze Scales"",""Lantern"",""Dream Catcher"",""Bag of Marbles"",""Ancient Tea Set"",""Old Coin"",""Strange Spoon"",""Regal Pillow""]",false,THE_SILENT,"[""Bouncing Flask"",""Deadly Poison+1"",""Lantern"",""Dream Catcher"",""Bag of Marbles"",""Regen Potion"",""Strange Spoon"",""SkillPotion"",""SpeedPotion""]",1,"[112,2,16,16,16,50,50,76,106,106,116,65,65,88,88,187,187,200,215,215,215,235,260,260,285,309,337,34,49,68,68,68,166,166,178,278,278,278,58,83,83,96,396,40,52,80,91,105,105,105,105]","[{""floor"":1,""key"":""SkillPotion""},{""floor"":6,""key"":""FearPotion""},{""floor"":16,""key"":""Fire Potion""},{""floor"":22,""key"":""Block Potion""},{""floor"":23,""key"":""Fire Potion""},{""floor"":29,""key"":""AttackPotion""},{""floor"":30,""key"":""EssenceOfSteel""},{""floor"":35,""key"":""Swift Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Cleave+1"",""Cleave+1"",""Heavy Blade"",""Pummel"",""Bloodletting"",""Cleave+1""]","[""Burning Blood"",""Molten Egg 2"",""Meat on the Bone""]",false,IRONCLAD,[],5,"[119,134,152,168,168,168,199,199,199,199,199]","[{""floor"":3,""key"":""GamblersBrew""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B+1"",""Defend_B"",""Zap"",""Dualcast"",""Deep Breath"",""Streamline+1"",""Sunder+1"",""Leap"",""Rebound"",""Auto Shields+1"",""FTL"",""Chill+1"",""Thunder Strike"",""Hologram"",""Cold Snap"",""Beam Cell"",""Cold Snap"",""Hologram"",""Hologram+1"",""Static Discharge+1"",""Sweeping Beam+1"",""Genetic Algorithm"",""Stack+1"",""Steam""]","[""Cracked Core"",""Golden Idol"",""Juzu Bracelet"",""Mummified Hand"",""Bag of Preparation"",""Orrery"",""Lantern"",""Lee's Waffle"",""Nloth's Gift"",""Sundial"",""Bronze Scales"",""Bottled Tornado""]",false,DEFECT,"[""Lantern"",""Static Discharge"",""Lee's Waffle""]",3,"[114,133,144,164,164,164,197,197,197,240,255,255,270,296,296,424,424,437,11,36,36,36,70,93,43,92,17,36,36,77,77,77,77,77]","[{""floor"":1,""key"":""Swift Potion""},{""floor"":3,""key"":""Energy Potion""},{""floor"":10,""key"":""Dexterity Potion""},{""floor"":11,""key"":""Weak Potion""},{""floor"":16,""key"":""Dexterity Potion""},{""floor"":23,""key"":""AttackPotion""},{""floor"":30,""key"":""Explosive Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""BootSequence"",""Rebound"",""Fusion+1"",""Force Field"",""Sunder+1"",""Streamline"",""Static Discharge+1"",""Echo Form+1"",""Reinforced Body"",""Reinforced Body"",""Melter"",""Lockon"",""Ball Lightning+1"",""Conserve Battery"",""Hello World"",""Conserve Battery""]","[""Cracked Core"",""NeowsBlessing"",""FaceOfCleric"",""Tiny Chest"",""Pear"",""Juzu Bracelet"",""Mummified Hand"",""Bag of Marbles"",""Velvet Choker"",""Enchiridion"",""Nunchaku"",""War Paint"",""Dodecahedron""]",false,DEFECT,"[""Mummified Hand"",""Static Discharge"",""FairyPotion""]",0,"[116,127,145,145,163,227,227,261,308,28,28,0,0,0,0,100,100,114,114,10,28,48,76,87,102,125,125,155,155,155,172,172,172,172]","[{""floor"":3,""key"":""Weak Potion""},{""floor"":5,""key"":""Regen Potion""},{""floor"":22,""key"":""Regen Potion""},{""floor"":24,""key"":""Fire Potion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash""]","[""Burning Blood"",""WingedGreaves""]",false,IRONCLAD,[],20,"[0,0]",[]
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Iron Wave"",""Anger+1"",""Doubt"",""Seeing Red"",""Thunderclap+1"",""Iron Wave"",""Clothesline"",""True Grit"",""Clash""]","[""Burning Blood"",""Calipers"",""Bag of Marbles"",""Bottled Flame"",""Lantern"",""Pear""]",false,IRONCLAD,[],0,"[118,118,131,306,352,352,377,390,417,417,449,459,470,486,486,486,486]","[{""floor"":8,""key"":""Dexterity Potion""},{""floor"":11,""key"":""Poison Potion""},{""floor"":12,""key"":""Explosive Potion""},{""floor"":13,""key"":""Energy Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Mind Blast"",""Blind"",""Infernal Blade"",""Intimidate"",""Injury"",""Impervious+1""]","[""Burning Blood"",""Golden Idol"",""WingedGreaves""]",false,IRONCLAD,[],6,"[20,95,112,112,112,148,148,148,148]","[{""floor"":6,""key"":""PowerPotion""}]"
"[""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast+1"",""Cold Snap"",""Fission+1"",""Cold Snap"",""Ball Lightning+1"",""Auto Shields"",""Coolheaded""]","[""Cracked Core"",""Dodecahedron"",""Gambling Chip"",""Tiny Chest"",""Boot""]",false,DEFECT,"[""Fission"",""Auto Shields""]",1,"[365,213,213,213,225,225,225,253,309,323,323,184,219,94,94,196,196,196]","[{""floor"":8,""key"":""Swift Potion""},{""floor"":16,""key"":""SkillPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Dodge and Roll"",""Regret"",""Glass Knife+1"",""Backflip"",""Bouncing Flask"",""Quick Slash"",""Footwork"",""Burst"",""Deadly Poison"",""Well Laid Plans"",""PiercingWail"",""Noxious Fumes""]","[""Ring of the Snake"",""NeowsBlessing"",""StoneCalendar"",""Oddly Smooth Stone"",""Centennial Puzzle"",""Smiling Mask"",""Potion Belt"",""Singing Bowl"",""Coffee Dripper"",""Vajra""]",false,THE_SILENT,"[""Well Laid Plans"",""PiercingWail""]",9,"[116,116,66,66,66,66,78,104,129,129,156,156,187,202,202,306,306,316,231,245,80,80,80,80]","[{""floor"":8,""key"":""Dexterity Potion""},{""floor"":11,""key"":""Regen Potion""},{""floor"":14,""key"":""LiquidBronze""},{""floor"":18,""key"":""Dexterity Potion""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor"",""Neutralize"",""Underhanded Strike"",""Bouncing Flask"",""Noxious Fumes"",""Blade Dance"",""Backflip"",""Poisoned Stab"",""Calculated Gamble"",""Footwork"",""Cloak And Dagger"",""Venomology"",""Prepared"",""J.A.X."",""Cloak And Dagger+1"",""Escape Plan"",""Dagger Spray"",""Footwork+1"",""Backflip+1"",""Cloak And Dagger+1"",""Noxious Fumes""]","[""Ring of the Snake"",""Vajra"",""Juzu Bracelet"",""War Paint"",""Omamori"",""Toy Ornithopter"",""Pen Nib"",""Black Star"",""Snake Skull"",""Ornamental Fan"",""Toxic Egg 2""]",false,THE_SILENT,"[""Footwork"",""Cloak And Dagger"",""Toy Ornithopter"",""Cloak And Dagger+1"",""Fruit Juice"",""Noxious Fumes""]",5,"[116,291,366,380,397,424,424,424,449,449,474,474,99,148,148,251,251,269,269,269,286,286,286,316,336,336,346,346,200,22,22,22,22,22]","[{""floor"":5,""key"":""Swift Potion""},{""floor"":6,""key"":""Fire Potion""},{""floor"":11,""key"":""PowerPotion""},{""floor"":25,""key"":""AttackPotion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Power Through"",""Wild Strike"",""Intimidate"",""True Grit"",""Sever Soul"",""Dark Embrace"",""Rampage"",""Shockwave"",""Fiend Fire"",""Thunderclap"",""Shrug It Off+1"",""Warcry+1"",""Bludgeon""]","[""Fusion Hammer"",""Golden Idol"",""Centennial Puzzle"",""Ancient Tea Set"",""Smiling Mask"",""Toxic Egg 2"",""Busted Crown"",""Oddly Smooth Stone"",""Red Mask"",""Sling"",""Pear"",""Potion Belt"",""Bottled Lightning""]",false,IRONCLAD,"[""True Grit"",""Sever Soul"",""Oddly Smooth Stone"",""Shrug It Off+1"",""Sling""]",3,"[115,125,138,44,44,44,79,104,129,129,170,170,191,230,230,350,350,373,220,220,238,282,282,302,45,127,167,167,167,186,210,210,210,210]","[{""floor"":1.0,""key"":""Fire Potion""},{""floor"":3.0,""key"":""Poison Potion""},{""floor"":11.0,""key"":""SmokeBomb""},{""floor"":13,""key"":""Fire Potion""},{""floor"":16,""key"":""Ancient Potion""},{""floor"":18,""key"":""Poison Potion""},{""floor"":27,""key"":""SkillPotion""},{""floor"":30,""key"":""SkillPotion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Ball Lightning"",""Capacitor"",""Force Field"",""Auto Shields"",""Capacitor"",""Sweeping Beam"",""Capacitor"",""Defragment+1"",""Conserve Battery"",""White Noise""]","[""Cracked Core"",""NeowsBlessing"",""Shovel"",""Dream Catcher"",""Bag of Preparation""]",false,DEFECT,"[""Capacitor"",""Force Field"",""Defragment"",""Conserve Battery""]",5,"[114,189,36,52,70,105,124,156,183,52,52,18,18,35,35,35,35]","[{""floor"":1.0,""key"":""LiquidBronze""},{""floor"":6.0,""key"":""AttackPotion""},{""floor"":8.0,""key"":""Weak Potion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Static Discharge+1"",""Darkness"",""Coolheaded"",""Melter"",""Conserve Battery"",""Auto Shields""]","[""Cracked Core"",""NeowsBlessing"",""Blue Candle"",""Matryoshka""]",false,DEFECT,[],17,"[109,123,135,60,60,87,87,101,101,115,55,55]","[{""floor"":1,""key"":""SneckoOil""},{""floor"":2,""key"":""FocusPotion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Clumsy"",""Rainbow"",""Genetic Algorithm"",""Conserve Battery""]","[""Cracked Core"",""Golden Idol"",""Prayer Wheel""]",false,DEFECT,[],1,"[109,109,132,132,152,192,206,206,206]","[{""floor"":3,""key"":""Fire Potion""}]"
"[""AscendersBane"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Survivor"",""Neutralize"",""Glass Knife"",""Deadly Poison+1"",""Backflip+1"",""Backflip+1"",""Doppelganger"",""Catalyst+1"",""Neutralize+1"",""Backstab+1"",""Corpse Explosion"",""Deadly Poison+1"",""Die Die Die+1"",""Deflect"",""PiercingWail"",""RitualDagger+1"",""Flying Knee+1"",""Backflip+1"",""PiercingWail"",""Flying Knee+1"",""After Image+1"",""Deflect+1"",""PiercingWail"",""Catalyst+1"",""Deadly Poison"",""Catalyst+1"",""Sucker Punch+1""]","[""Ring of the Snake"",""Molten Egg 2"",""Omamori"",""Velvet Choker"",""Pen Nib"",""Bag of Marbles"",""Coffee Dripper"",""Tough Bandages"",""Ninja Scroll"",""Torii""]",false,THE_SILENT,"[""PiercingWail"",""Catalyst""]",20,"[117,117,129,146,146,146,161,161,161,161,178,178,197,122,122,199,199,210,51,51,51,68,68,101,112,136,136,61,61,79,94,94,167,167,177,277,233,233,253,253,128,147,220,232,232,308,338,350,350,350,350]","[{""floor"":3.0,""key"":""Regen Potion""},{""floor"":7.0,""key"":""Strength Potion""},{""floor"":16.0,""key"":""Dexterity Potion""},{""floor"":22.0,""key"":""Regen Potion""},{""floor"":31.0,""key"":""LiquidBronze""},{""floor"":47.0,""key"":""FearPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Infinite Blades"",""Reflex"",""Flying Knee"",""Dagger Spray"",""Deadly Poison"",""Cloak And Dagger"",""Quick Slash"",""Deflect"",""Blur"",""Flying Knee"",""Injury"",""Acrobatics"",""Underhanded Strike"",""After Image"",""Footwork""]","[""Ring of the Snake"",""Shuriken"",""Golden Idol"",""White Beast Statue""]",false,THE_SILENT,"[""Reflex"",""Flying Knee"",""Dagger Spray"",""Deadly Poison""]",0,"[209,21,33,46,65,65,81,91,91,91,91,91,105,129,129,250,250,219,219,219]","[{""floor"":4,""key"":""Regen Potion""},{""floor"":5,""key"":""Dexterity Potion""},{""floor"":7,""key"":""Explosive Potion""},{""floor"":14,""key"":""EssenceOfSteel""},{""floor"":18,""key"":""GamblersBrew""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast+1"",""Conserve Battery"",""BootSequence+1"",""Echo Form""]","[""Cracked Core"",""Singing Bowl"",""Mummified Hand"",""Pen Nib"",""Happy Flower"",""Busted Crown""]",false,DEFECT,"[""Conserve Battery""]",0,"[110,124,24,36,36,36,36,36,61,12,12,59,59,78,78,175,175,194,206,216,216,227,227,227]","[{""floor"":14,""key"":""SteroidPotion""},{""floor"":18,""key"":""Fire Potion""}]"
"[""Strike_R+1"",""Strike_R+1"",""Defend_R"",""Defend_R+1"",""Defend_R"",""Defend_R+1"",""Bash+1"",""Whirlwind+1"",""Dark Embrace+1"",""Purity+1"",""Headbutt+1"",""Inflame+1"",""Double Tap+1"",""Pommel Strike+1"",""Ghostly Armor+1"",""Limit Break+1"",""Shrug It Off+1"",""Flex+1"",""Writhe""]","[""Burning Blood"",""Chemical X"",""Toxic Egg 2"",""The Courier"",""Happy Flower"",""Busted Crown"",""MutagenicStrength"",""Paper Frog"",""War Paint"",""Whetstone"",""Frozen Egg 2"",""Tiny House"",""Ginger"",""Toy Ornithopter"",""Shuriken"",""Magic Flower"",""Shovel"",""Boot"",""PreservedInsect""]",true,IRONCLAD,"[""Chemical X"",""Double Tap+1"",""Toy Ornithopter""]",8,"[359,75,75,86,86,119,136,136,136,5,18,31,44,75,75,175,175,185,185,105,105,105,105,139,139,139,54,72,72,89,89,89,185,235,245,261,308,55,72,72,72,72,72,72,106,106,122,136,136,136]","[{""floor"":4,""key"":""LiquidBronze""},{""floor"":12,""key"":""Fire Potion""},{""floor"":16,""key"":""LiquidBronze""},{""floor"":28,""key"":""SpeedPotion""},{""floor"":30,""key"":""Regen Potion""},{""floor"":34,""key"":""EntropicBrew""},{""floor"":37,""key"":""Fire Potion""},{""floor"":47,""key"":""Fire Potion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash""]","[""Burning Blood""]",false,IRONCLAD,[],19,"[199,199]",[]
"[""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Darkness+1"",""Double Energy"",""Thunder Strike+1"",""Loop+1"",""Coolheaded"",""Redo+1"",""Rainbow+1"",""Force Field+1"",""Ball Lightning"",""Coolheaded+1"",""Self Repair+1"",""Echo Form"",""Beam Cell+1"",""Chill"",""Hello World"",""Beam Cell""]","[""Coffee Dripper"",""Bag of Preparation"",""Blood Vial"",""Ancient Tea Set"",""Orrery"",""War Paint"",""WingedGreaves"",""Darkstone Periapt"",""Anchor""]",false,DEFECT,"[""Darkness"",""Self Repair"",""War Paint"",""Hello World""]",0,"[115,41,41,59,74,99,99,119,144,144,144,144,144,156,156,258,258,270,270,8,8,24,37,137,137,187,187,14,28,28,28,28,28,28]","[{""floor"":4,""key"":""Energy Potion""},{""floor"":6,""key"":""Dexterity Potion""},{""floor"":14,""key"":""SmokeBomb""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""FTL"",""Coolheaded"",""Redo+1"",""Cold Snap"",""Cold Snap"",""Seek"",""Gash"",""Ball Lightning"",""Reboot+1"",""Ball Lightning"",""Reinforced Body+1"",""Defragment+1"",""Machine Learning+1"",""Static Discharge+1"",""White Noise+1""]","[""Cracked Core"",""NeowsBlessing"",""Oddly Smooth Stone"",""Meat on the Bone"",""Odd Mushroom"",""Tiny Chest"",""Singing Bowl"",""Frozen Egg 2"",""Coffee Dripper"",""Mummified Hand"",""Vajra"",""Red Mask"",""Bottled Lightning"",""Anchor"",""Prayer Wheel"",""Old Coin""]",false,DEFECT,"[""Static Discharge+1"",""Prayer Wheel""]",0,"[116,134,144,162,179,208,219,219,219,240,302,302,337,349,349,448,448,465,465,390,406,423,423,446,477,477,508,50,50,66,398,398,398,398]","[{""floor"":1,""key"":""Explosive Potion""},{""floor"":3,""key"":""Ancient Potion""},{""floor"":7,""key"":""PowerPotion""},{""floor"":10,""key"":""SkillPotion""},{""floor"":13,""key"":""Block Potion""},{""floor"":16,""key"":""Regen Potion""},{""floor"":18,""key"":""SpeedPotion""},{""floor"":25,""key"":""SteroidPotion""},{""floor"":31,""key"":""Strength Potion""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor"",""Neutralize"",""Quick Slash"",""Slice"",""Corpse Explosion"",""Noxious Fumes"",""Quick Slash"",""Terror"",""Footwork"",""Distraction"",""Blur"",""Outmaneuver"",""Flying Knee"",""Bouncing Flask"",""Glass Knife"",""Backstab"",""Backflip+1""]","[""Ring of the Snake"",""Art of War"",""Nunchaku"",""Odd Mushroom"",""White Beast Statue"",""Shuriken"",""MutagenicStrength""]",false,THE_SILENT,"[""Corpse Explosion"",""Outmaneuver""]",2,"[109,36,36,51,69,102,119,130,130,145,47,47,72,91,91,196,196,208,208,208,208,208,208,220,220,220]","[{""floor"":4,""key"":""SpeedPotion""},{""floor"":6,""key"":""Poison Potion""},{""floor"":8,""key"":""Swift Potion""},{""floor"":18,""key"":""SpeedPotion""},{""floor"":24,""key"":""AttackPotion""}]"
"[""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Defragment+1"",""Buffer"",""Storm"",""Go for the Eyes"",""Leap"",""Redo""]","[""Cracked Core"",""Blood Vial"",""Pen Nib""]",false,DEFECT,[],1,"[110,185,185,204,218,218,250,263,287,287,287,287]","[{""floor"":1,""key"":""Weak Potion""},{""floor"":3,""key"":""FearPotion""},{""floor"":3,""key"":""GamblersBrew""},{""floor"":8,""key"":""Fire Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Fission+1"",""Sweeping Beam"",""Leap"",""Rebound""]","[""Cracked Core""]",false,DEFECT,[],0,"[109,184,202,222,222,222,222]","[{""floor"":1,""key"":""EntropicBrew""},{""floor"":4,""key"":""Strength Potion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Double Energy+1"",""Injury"",""Reinforced Body"",""Self Repair"",""Sweeping Beam""]","[""Cracked Core"",""Ice Cream"",""Golden Idol"",""Question Card"",""Orichalcum""]",false,DEFECT,[],20,"[117,42,60,60,75,75,95,125,204,204,238,238,258,258,258]","[{""floor"":3,""key"":""SkillPotion""},{""floor"":7,""key"":""SteroidPotion""},{""floor"":11,""key"":""SpeedPotion""},{""floor"":13,""key"":""Explosive Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Caltrops+1"",""A Thousand Cuts+1"",""Blade Dance+1"",""Adrenaline"",""Infinite Blades+1""]","[""Ring of the Snake"",""Art of War"",""Shovel"",""Golden Idol"",""Regal Pillow"",""Black Star"",""PreservedInsect""]",false,THE_SILENT,"[""Caltrops"",""PreservedInsect""]",4,"[113,125,85,95,110,110,1,29,104,104,104,104,104,137,137,267,267,292,39,58,79,79,79]","[{""floor"":3,""key"":""PowerPotion""},{""floor"":3,""key"":""Block Potion""},{""floor"":3,""key"":""Strength Potion""},{""floor"":8,""key"":""SkillPotion""},{""floor"":16,""key"":""AttackPotion""},{""floor"":18,""key"":""SkillPotion""},{""floor"":20,""key"":""Ancient Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Sweeping Beam"",""Amplify"",""Creative AI+1"",""Chill"",""Cold Snap+1"",""Static Discharge"",""Ball Lightning+1"",""Coolheaded"",""Electrodynamics"",""Doom and Gloom+1"",""Loop"",""Glacier""]","[""Cracked Core"",""Runic Capacitor"",""Molten Egg 2"",""Tiny Chest"",""Busted Crown"",""Anchor"",""Sundial"",""Toolbox"",""Bottled Lightning"",""Ornamental Fan""]",false,DEFECT,"[""Creative AI"",""Runic Capacitor"",""Loop"",""Toolbox""]",0,"[369,387,387,398,124,155,167,167,219,219,311,291,302,312,312,409,409,425,445,457,468,486,486,518,518,518,278,278,288,288,303,303,303,303]","[{""floor"":2.0,""key"":""Weak Potion""},{""floor"":7.0,""key"":""Swift Potion""},{""floor"":12.0,""key"":""Strength Potion""},{""floor"":14.0,""key"":""EssenceOfSteel""},{""floor"":16.0,""key"":""Dexterity Potion""},{""floor"":18.0,""key"":""SkillPotion""},{""floor"":20.0,""key"":""AttackPotion""},{""floor"":22.0,""key"":""SkillPotion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Conserve Battery"",""Seek"",""Thunder Strike"",""Ball Lightning"",""Self Repair"",""Defragment"",""Core Surge"",""Coolheaded""]","[""Cracked Core"",""Emotion Chip"",""Kunai"",""Shovel"",""StoneCalendar"",""Art of War"",""Sozu"",""Bag of Preparation""]",false,DEFECT,"[""Self Repair"",""Bag of Preparation"",""Coolheaded""]",17,"[113,124,134,59,74,74,105,205,205,232,232,262,145,160,160,233,233,248,38,38,38,38,38,38,38]","[{""floor"":2,""key"":""PowerPotion""},{""floor"":3,""key"":""EssenceOfSteel""},{""floor"":7,""key"":""Swift Potion""},{""floor"":14,""key"":""Energy Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Electrodynamics"",""Streamline"",""Cold Snap"",""Static Discharge"",""Leap"",""Cold Snap"",""Ball Lightning"",""Leap"",""Turbo"",""Amplify"",""Ball Lightning"",""Loop"",""White Noise"",""Heatsinks"",""Creative AI"",""Self Repair+1"",""Leap"",""Conserve Battery"",""Steam+1"",""Reinforced Body+1"",""Conserve Battery"",""Conserve Battery""]","[""Cracked Core"",""Oddly Smooth Stone"",""Odd Mushroom"",""Blood Vial"",""Runic Pyramid"",""Dream Catcher"",""PreservedInsect"",""Frozen Egg 2"",""Sundial""]",false,DEFECT,"[""Dream Catcher"",""PreservedInsect"",""Loop"",""White Noise""]",0,"[113,124,136,136,150,150,168,182,232,248,248,248,269,301,301,402,402,417,1,20,36,54,54,66,66,66,86,101,135,155,167,167,167,167]","[{""floor"":1,""key"":""Fire Potion""},{""floor"":2,""key"":""EssenceOfSteel""},{""floor"":13,""key"":""Energy Potion""},{""floor"":14,""key"":""Ancient Potion""},{""floor"":16,""key"":""FearPotion""},{""floor"":20,""key"":""Fruit Juice""},{""floor"":24,""key"":""Weak Potion""},{""floor"":27,""key"":""GamblersBrew""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R+1"",""Bash+1"",""Disarm+1"",""Shrug It Off+1"",""Warcry"",""Spot Weakness+1"",""Body Slam"",""Body Slam"",""Pommel Strike+1""]","[""Burning Blood"",""Centennial Puzzle"",""Happy Flower"",""Meat on the Bone"",""Letter Opener""]",false,IRONCLAD,[],6,"[117,133,208,208,224,224,240,240,240,240,290,323,341,374,374,374,374]","[{""floor"":1,""key"":""Block Potion""},{""floor"":13,""key"":""Fire Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Bane"",""Dagger Spray"",""Backflip"",""Poisoned Stab"",""Night Terror"",""Slice"",""Poisoned Stab"",""Flechettes+1"",""Dagger Throw+1""]","[""Ring of the Snake"",""Omamori"",""Bag of Marbles""]",false,THE_SILENT,"[""Backflip""]",5,"[215,215,233,206,224,259,274,293,293,293,309,309,336,336,336,336,336]","[{""floor"":5,""key"":""SkillPotion""},{""floor"":6,""key"":""Poison Potion""},{""floor"":8,""key"":""Fire Potion""}]"
